fecha,codigo_factura,mnt_total_a_pagar,cant_items,familia,categoria,subcategoria,codigo_producto,cantidad_vendida,venta_bruta_producto,venta_neta_producto
2023-04-01,1702640483,6670.0,3,Alimentos Sal,Pasabocas,Familiar,12003745.0,1.0,1690.0,1610.0
2023-04-01,1702640483,6670.0,3,Congelados,Comida Preparada,Helados,12003612.0,2.0,4980.0,4185.0
2023-04-01,1703912056,7980.0,2,Alimentos Dulces,Lácteos,Dulces,12000929.0,1.0,4390.0,4390.0
2023-04-01,1703912056,7980.0,2,Bebidas,Lácteos,Leches Larga Vida,12000245.0,1.0,3590.0,3590.0
2023-04-01,1710637770,18460.0,6,Bebidas,Bebidas Líquidas,Aguas,12000403.0,8.0,7920.0,7920.0
2023-04-01,1710637770,18460.0,6,Alimentos Dulces,Dulce,Otros,12003918.0,1.0,1490.0,1252.0
2023-04-01,1710637770,18460.0,6,Alimentos Dulces,Dulce,Blandos,12004704.0,1.0,3500.0,2941.0
2023-04-01,1710637770,18460.0,6,Bebidas,Bebidas Líquidas,Gasificadas,12004562.0,3.0,5550.0,5550.0
2023-04-01,1730139776,26700.0,6,Aseo,Cuidado Personal,Fragancias,12003547.0,1.0,9990.0,8395.0
2023-04-01,1730139776,26700.0,6,Bebidas,Lácteos,Leches Larga Vida,12000245.0,3.0,10770.0,10770.0
2023-04-01,1730139776,26700.0,6,Alimentos Dulces,Dulce,Otros,12002953.0,1.0,1450.0,1218.0
2023-04-01,1730139776,26700.0,6,Aseo,Aseo Personal,Desodorantes,12003226.0,1.0,4490.0,3773.0
2023-04-01,1697470171,3290.0,1,Alimentos Sal,Panadería,Tajados,12000050.0,1.0,3290.0,3290.0
2023-04-01,1703842599,12920.0,4,Alimentos Dulces,Pasabocas,Familiar,12003505.0,2.0,7980.0,6706.0
2023-04-01,1703842599,12920.0,4,Bebidas,Bebidas Líquidas,Aguas Saborizadas,12003418.0,1.0,2390.0,2008.0
