fecha,codigo_factura,mnt_total_a_pagar,cant_items,familia,categoria,subcategoria,codigo_producto,cantidad_vendida,venta_bruta_producto,venta_neta_producto
2023-09-01,2063331730,29140.0,6,Aseo,Aseo Hogar,Guantes,12000530.0,1.0,2990.0,2513.0
2023-09-01,2063331730,29140.0,6,Aseo,Aseo Personal,Afeitado,12000088.0,1.0,2990.0,2513.0
2023-09-01,2063331730,29140.0,6,Alimentos Sal,Pasabocas,Familiar,12001066.0,1.0,4190.0,3521.0
2023-09-01,2063331730,29140.0,6,Alimentos Sal,Pasabocas,Familiar,12000564.0,1.0,2990.0,2513.0
2023-09-01,2063331730,29140.0,6,Aseo,Cuidado Personal,Solar,12001280.0,1.0,12990.0,10916.0
2023-09-01,2063331730,29140.0,6,Aseo,Aseo Personal,Afeitado,12000087.0,1.0,2990.0,2513.0
2023-09-01,2040708676,11680.0,4,Farmacia,Over the Counter,Otros,12003210.0,1.0,2890.0,2890.0
2023-09-01,2040708676,11680.0,4,Aseo,Aseo Hogar,Esponjas,12000212.0,1.0,1050.0,882.0
2023-09-01,2040708676,11680.0,4,Aseo,Aseo Personal,Tissue,12004364.0,1.0,2950.0,2479.0
2023-09-01,2040708676,11680.0,4,Commodities,Granos,Azúcar,12000249.0,1.0,4790.0,4562.0
2023-09-01,2110089719,1000.0,1,,Comisiones,Recargas,9000002.0,1.0,1000.0,1000.0
2023-09-01,2092199613,8880.0,2,Aseo,Aseo Hogar,Pisos,12000678.0,1.0,2890.0,2429.0
2023-09-01,2092199613,8880.0,2,Aseo,Aseo Hogar,Jabones En Barra,12005584.0,1.0,5990.0,5034.0
2023-09-01,2103695111,30770.0,9,Aseo,Cuidado Personal,Cremas Corporales,12002821.0,1.0,7990.0,6714.0
2023-09-01,2103695111,30770.0,9,Aseo,Aseo Personal,Oral,12000976.0,1.0,4850.0,4076.0
2023-09-01,2103695111,30770.0,9,Aseo,Aseo Personal,Tissue,12004364.0,1.0,2950.0,2479.0
2023-09-01,2103695111,30770.0,9,Mascotas,Mascotas,Indulgencia,12002319.0,1.0,2890.0,2752.0
2023-09-01,2103695111,30770.0,9,Mascotas,Mascotas,Indulgencia,12003748.0,1.0,1990.0,1672.0
2023-09-01,2103695111,30770.0,9,Refrigerados,Lácteos,Yogures Personal,12000145.0,1.0,1550.0,1303.0
