fecha,codigo_factura,mnt_total_a_pagar,cant_items,familia,categoria,subcategoria,codigo_producto,cantidad_vendida,venta_bruta_producto,venta_neta_producto
2022-03-01,940545561,49480.0,12,Aseo,Aseo Hogar,Detergentes,12000310.0,1.0,10190.0,8563.0
2022-03-01,940545561,49480.0,12,Commodities,Granos,Otros,12000042.0,2.0,5980.0,5980.0
2022-03-01,940545561,49480.0,12,Commodities,Granos,Otros,12000039.0,2.0,3580.0,3580.0
2022-03-01,940545561,49480.0,12,Alimentos Sal,Enlatados Y Envasados,Mar,12000205.0,1.0,4790.0,4025.0
2022-03-01,940545561,49480.0,12,Bebidas,Bebidas Líquidas,Refrescos,12002242.0,1.0,3990.0,3353.0
2022-03-01,940545561,49480.0,12,Commodities,Granos,Arroz,12002416.0,1.0,9390.0,9390.0
2022-03-01,940545561,49480.0,12,Bebidas,Panela,En Bloque,12000120.0,2.0,7980.0,7980.0
2022-03-01,940545561,49480.0,12,Alimentos Sal,Condimentos,Caldos,12001009.0,2.0,3580.0,3008.0
2022-03-01,966958322,15200.0,6,Aseo,Aseo Hogar,Esponjas,12000241.0,1.0,1090.0,916.0
2022-03-01,966958322,15200.0,6,Aseo,Hogar,Tissue,12000175.0,1.0,1350.0,1134.0
2022-03-01,966958322,15200.0,6,Refrigerados,Carnes Frías,Salchichas,12000080.0,1.0,7490.0,6294.0
2022-03-01,966958322,15200.0,6,Aseo,Hogar,Bolsas,12000273.0,1.0,1890.0,1588.0
2022-03-01,966958322,15200.0,6,Aseo,Aseo Hogar,Esponjas,12000212.0,1.0,990.0,832.0
2022-03-01,966958322,15200.0,6,Aseo,Aseo Hogar,Lavaplatos,12000231.0,1.0,2390.0,2008.0
2022-03-01,922587568,990.0,1,Refrigerados,Arepas,Volumen,12000136.0,1.0,990.0,990.0
2022-03-01,931791715,13580.0,4,Aseo,Aseo Hogar,Pisos,12000090.0,1.0,2290.0,1924.0
2022-03-01,931791715,13580.0,4,Aseo,Aseo Personal,Desodorantes,12003009.0,1.0,6150.0,5168.0
2022-03-01,931791715,13580.0,4,Aseo,Hogar,Bolsas,12000274.0,1.0,2190.0,1840.0
2022-03-01,931791715,13580.0,4,Aseo,Aseo Hogar,Blanqueador,12000089.0,1.0,2950.0,2479.0
2022-03-01,941884265,1090.0,1,Alimentos Dulces,Dulce,Otros,12002212.0,1.0,1090.0,916.0
2022-03-01,957005284,23070.0,9,Congelados,Comida Preparada,Frutas y Verduras,12002532.0,1.0,4490.0,3773.0
2022-03-01,957005284,23070.0,9,Aseo,Hogar,Bolsas,12000276.0,7.0,15330.0,12882.0
2022-03-01,957005284,23070.0,9,Bebidas,Bebidas Secas,Cafés,12002417.0,1.0,3250.0,3095.0
2022-03-01,964821354,41010.0,17,Bebidas,Bebidas Secas,Gelatina,12000252.0,6.0,13740.0,11546.0
2022-03-01,964821354,41010.0,17,Alimentos Sal,Salsas Y Aderezos,Básicas,12000322.0,1.0,2190.0,1840.0
2022-03-01,964821354,41010.0,17,Alimentos Sal,Panadería,Redondos,12000069.0,1.0,2690.0,2690.0
2022-03-01,964821354,41010.0,17,Refrigerados,Carnes Frías,Jamones,12000077.0,1.0,6490.0,5454.0
2022-03-01,964821354,41010.0,17,Alimentos Sal,Salsas Y Aderezos,Básicas,12000266.0,1.0,2590.0,2176.0
2022-03-01,964821354,41010.0,17,Aseo,Hogar,Desechables,12004179.0,2.0,2600.0,2185.0
2022-03-01,964821354,41010.0,17,Alimentos Sal,Panadería,Tajados,12000050.0,1.0,2450.0,2450.0
2022-03-01,964821354,41010.0,17,Alimentos Sal,Condimentos,Caldos,12002007.0,1.0,1790.0,1504.0
2022-03-01,964821354,41010.0,17,Aseo,Aseo Hogar,Guantes,12000218.0,1.0,2190.0,1840.0
2022-03-01,964821354,41010.0,17,Alimentos Sal,"Cereales, Harinas Y Premezclas",Harinas,12001208.0,1.0,2990.0,2848.0
2022-03-01,964821354,41010.0,17,Alimentos Sal,"Cereales, Harinas Y Premezclas",Sopas Y Cremas,12003454.0,1.0,1290.0,1084.0
2022-03-01,965734452,54940.0,6,Aseo,Aseo Personal,Capilar,12004301.0,2.0,22980.0,19311.0
2022-03-01,965734452,54940.0,6,Congelados,Carne No Procesada,Pollo,12001283.0,1.0,6690.0,6690.0
2022-03-01,965734452,54940.0,6,Bebidas,Bebidas Líquidas,Aguas,12001022.0,1.0,3290.0,3290.0
2022-03-01,965734452,54940.0,6,Congelados,Carne No Procesada,Pollo,12001273.0,1.0,7990.0,7990.0
2022-03-01,965734452,54940.0,6,Commodities,Huevos,Gallina,12000344.0,1.0,13990.0,13990.0
2022-03-01,948275078,3790.0,1,Aseo,Aseo Hogar,Detergentes,12004568.0,1.0,3790.0,3185.0
2022-03-01,945570473,29470.0,7,Alimentos Dulces,Lácteos,Cremas,12001250.0,1.0,1790.0,1790.0
2022-03-01,945570473,29470.0,7,Alimentos Sal,Panadería,Tajados,12000050.0,1.0,2450.0,2450.0
2022-03-01,945570473,29470.0,7,Refrigerados,Lácteos,Quesos Hilados,12000430.0,1.0,7550.0,7550.0
2022-03-01,945570473,29470.0,7,Alimentos Sal,Condimentos,Mezclas y adobos,12002917.0,1.0,950.0,798.0
2022-03-01,945570473,29470.0,7,Congelados,Carne No Procesada,Pollo,12001287.0,1.0,13850.0,13850.0
2022-03-01,945570473,29470.0,7,Empaques y Bazar,Otros,Empaques,12000162.0,1.0,130.0,65.0
2022-03-01,945570473,29470.0,7,Bebidas,Lácteos,Leches Larga Vida,12000543.0,1.0,2750.0,2750.0
2022-03-01,923874905,46510.0,15,Alimentos Dulces,"Cereales, Harinas Y Premezclas",Granolas,12000460.0,1.0,3790.0,3185.0
2022-03-01,923874905,46510.0,15,Alimentos Dulces,Dulce,Chocolate,12002046.0,2.0,3980.0,3345.0
2022-03-01,923874905,46510.0,15,Alimentos Dulces,Dulce,Típicos,12003461.0,1.0,1990.0,1672.0
2022-03-01,923874905,46510.0,15,Bebidas,Bebidas Líquidas,Refrescos,12000297.0,1.0,3790.0,3185.0
2022-03-01,923874905,46510.0,15,Alimentos Dulces,Lácteos,Dulces,12000076.0,1.0,2750.0,2750.0
2022-03-01,923874905,46510.0,15,Alimentos Sal,Salsas Y Aderezos,Básicas,12000507.0,1.0,3350.0,2815.0
2022-03-01,923874905,46510.0,15,Bebidas,Lácteos,Leches Larga Vida,12000543.0,2.0,5500.0,5500.0
2022-03-01,923874905,46510.0,15,Alimentos Sal,Pasabocas,Familiar,12000564.0,2.0,4700.0,3950.0
2022-03-01,923874905,46510.0,15,Alimentos Sal,Pasabocas,Individuales,12002701.0,1.0,5990.0,5034.0
2022-03-01,923874905,46510.0,15,Bebidas,Lácteos,UHT Personal,12002153.0,1.0,3650.0,3067.0
2022-03-01,923874905,46510.0,15,Alimentos Sal,Pasabocas,Individuales,12000405.0,1.0,6890.0,5790.0
2022-03-01,923874905,46510.0,15,Empaques y Bazar,Otros,Empaques,12000162.0,1.0,130.0,65.0
2022-03-01,939648107,15120.0,4,Aseo,Aseo Hogar,Detergentes,12000178.0,1.0,4390.0,3689.0
2022-03-01,939648107,15120.0,4,Bebidas,Bebidas Líquidas,Gasificadas,12000376.0,2.0,4580.0,3849.0
2022-03-01,939648107,15120.0,4,Aseo,Aseo Personal,Desodorantes,12003009.0,1.0,6150.0,5168.0
2022-03-01,924037442,18090.0,3,Refrigerados,Lácteos,Quesos Hilados,12000430.0,2.0,15100.0,15100.0
2022-03-01,924037442,18090.0,3,Alimentos Dulces,Dulce,Otros,12001945.0,1.0,2990.0,2513.0
2022-03-01,949292392,35850.0,11,Empaques y Bazar,Otros,Empaques,12000162.0,1.0,130.0,65.0
2022-03-01,949292392,35850.0,11,Congelados,Comida Preparada,Ready To Cook,12002529.0,2.0,13580.0,11412.0
2022-03-01,949292392,35850.0,11,Congelados,Comida Preparada,Ready To Cook,12000482.0,1.0,3450.0,2899.0
2022-03-01,949292392,35850.0,11,Aseo,Aseo Personal,Tissue,12004364.0,6.0,12900.0,10840.0
2022-03-01,949292392,35850.0,11,Alimentos Sal,Pasabocas,Individuales,12000635.0,1.0,5790.0,5514.0
2022-03-01,972819599,27840.0,12,Alimentos Sal,Condimentos,Especias y Hierbas,12003839.0,1.0,1590.0,1336.0
2022-03-01,972819599,27840.0,12,Alimentos Sal,Salsas Y Aderezos,Básicas,12000828.0,1.0,1350.0,1134.0
2022-03-01,972819599,27840.0,12,Alimentos Sal,"Cereales, Harinas Y Premezclas",Sopas Y Cremas,12001931.0,1.0,1390.0,1168.0
2022-03-01,972819599,27840.0,12,Congelados,Comida Preparada,Helados,12003612.0,1.0,2190.0,1840.0
2022-03-01,972819599,27840.0,12,Bebidas,Bebidas Líquidas,Gasificadas,12002694.0,1.0,2990.0,2513.0
2022-03-01,972819599,27840.0,12,Empaques y Bazar,Otros,Empaques,12000162.0,1.0,130.0,65.0
